-------------------- RUN  ------------------
Best GA fitness: 4570.60282929
GA fitness per 10, 50, 100, 200: 4063.35302793 4570.60282929 4570.60282929 4570.60282929 
WOC fitness per 10, 50, 100, 200: 4099.70823985 4570.60282929 4570.60282929 4555.688447 
GA times per 10, 50, 100, 200: 1.22600007057 1.23505997658 1.24318385124 1.26087999344 
Aggregation times per 10, 50, 100, 200: 0.00235605239868 0.00184988975525 0.0018310546875 0.00185990333557 
-------------------- RUN  ------------------
Best GA fitness: 4674.65289952
GA fitness per 10, 50, 100, 200: 4417.91925086 4585.40263434 4585.40263434 4674.65289952 
WOC fitness per 10, 50, 100, 200: 4368.69600122 4585.40263434 4585.40263434 4674.65289952 
GA times per 10, 50, 100, 200: 1.29613900185 1.25829386711 1.26588797569 1.24436807632 
Aggregation times per 10, 50, 100, 200: 0.00199413299561 0.00193500518799 0.00181889533997 0.0019199848175 
-------------------- RUN  ------------------
Best GA fitness: 4644.34165417
GA fitness per 10, 50, 100, 200: 4102.17880407 4603.10359944 4603.10359944 4644.34165417 
WOC fitness per 10, 50, 100, 200: 3987.02762797 4603.10359944 4603.10359944 4644.34165417 
GA times per 10, 50, 100, 200: 1.24137687683 1.25043797493 1.25357580185 1.24748492241 
Aggregation times per 10, 50, 100, 200: 0.00220203399658 0.00188803672791 0.00185894966125 0.00183796882629 
