-------------------- RUN  ------------------
Best GA fitness: 2189.40445609
GA fitness per 10, 50, 100, 200: 2177.33422654 2189.40445609 2189.40445609 2189.40445609 
WOC fitness per 10, 50, 100, 200: 2177.33422654 2159.96358369 2159.96358369 2159.96358369 
GA times per 10, 50, 100, 200: 0.560868024826 0.574069023132 0.569664001465 0.579161167145 
Aggregation times per 10, 50, 100, 200: 0.000961065292358 0.000981092453003 0.000920057296753 0.000925064086914 
-------------------- RUN  ------------------
Best GA fitness: 2189.40445609
GA fitness per 10, 50, 100, 200: 2177.22896425 2177.33422654 2189.40445609 2189.40445609 
WOC fitness per 10, 50, 100, 200: 2138.22521497 2177.33422654 2177.33422654 2159.96358369 
GA times per 10, 50, 100, 200: 0.549173116684 0.564867019653 0.577003002167 0.570978164673 
Aggregation times per 10, 50, 100, 200: 0.000923871994019 0.000997066497803 0.000911951065063 0.000930070877075 
-------------------- RUN  ------------------
Best GA fitness: 2189.40445609
GA fitness per 10, 50, 100, 200: 2150.00657338 2177.22896425 2189.40445609 2189.40445609 
WOC fitness per 10, 50, 100, 200: 1957.92750033 2177.22896425 2159.96358369 2172.08075729 
GA times per 10, 50, 100, 200: 0.584560871124 0.597766876221 0.650686979294 0.58331489563 
Aggregation times per 10, 50, 100, 200: 0.00100302696228 0.000898838043213 0.00146198272705 0.000961065292358 
