-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 228.153583949 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 214.391584616 228.153583949 215.846348477 229.151894651 
GA times per 10, 50, 100, 200: 0.282306909561 0.276110887527 0.270976066589 0.269819974899 
Aggregation times per 10, 50, 100, 200: 0.00046706199646 0.000469207763672 0.000530958175659 0.000476121902466 
-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 229.151894651 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 223.98104628 223.98104628 229.151894651 229.151894651 
GA times per 10, 50, 100, 200: 0.272670984268 0.274564027786 0.330992937088 0.280449151993 
Aggregation times per 10, 50, 100, 200: 0.000475168228149 0.000455856323242 0.000502109527588 0.000471115112305 
-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 228.153583949 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 218.564122284 213.081429797 229.151894651 229.151894651 
GA times per 10, 50, 100, 200: 0.289832115173 0.271789073944 0.271078109741 0.27661895752 
Aggregation times per 10, 50, 100, 200: 0.000503063201904 0.000458955764771 0.000449895858765 0.000448942184448 
