-------------------- RUN  ------------------
Best GA fitness: 7183.43448674
GA fitness per 10, 50, 100, 200: 6073.63333578 7131.80761179 7143.29995827 7183.43448674 
WOC fitness per 10, 50, 100, 200: 6598.89088688 7097.03680479 7087.2074368 7137.17133326 
GA times per 10, 50, 100, 200: 1.79083800316 1.76038002968 1.75979590416 1.69835305214 
Aggregation times per 10, 50, 100, 200: 0.00296592712402 0.00295114517212 0.00258612632751 0.00258803367615 
-------------------- RUN  ------------------
Best GA fitness: 7156.48773132
GA fitness per 10, 50, 100, 200: 6176.83749958 7156.48773132 7156.48773132 7156.48773132 
WOC fitness per 10, 50, 100, 200: 6192.8551525 7154.2712956 7084.6160917 7156.48773132 
GA times per 10, 50, 100, 200: 1.70639586449 1.85368800163 1.83026480675 1.84274196625 
Aggregation times per 10, 50, 100, 200: 0.00282096862793 0.0026330947876 0.00265693664551 0.00263094902039 
-------------------- RUN  ------------------
Best GA fitness: 7556.62935484
GA fitness per 10, 50, 100, 200: 6456.5666746 7551.67980685 7556.62935484 7556.62935484 
WOC fitness per 10, 50, 100, 200: 6999.36239922 7550.00565915 7551.67980685 7551.51553815 
GA times per 10, 50, 100, 200: 1.84796619415 1.90165090561 1.89345312119 1.8994550705 
Aggregation times per 10, 50, 100, 200: 0.00321292877197 0.00265407562256 0.00263595581055 0.00263404846191 
