-------------------- RUN  ------------------
Best GA fitness: 9144.51008244
GA fitness per 10, 50, 100, 200: 8019.96593172 9018.71395437 9144.51008244 9144.51008244 
WOC fitness per 10, 50, 100, 200: 7802.83675263 8932.05928483 9144.51008244 9131.62293282 
GA times per 10, 50, 100, 200: 2.48697304726 2.39132094383 2.42986011505 2.45255184174 
Aggregation times per 10, 50, 100, 200: 0.00464797019958 0.00347089767456 0.00381898880005 0.00367784500122 
-------------------- RUN  ------------------
Best GA fitness: 9483.80202019
GA fitness per 10, 50, 100, 200: 7806.48275444 9134.71657998 9291.01575415 9483.80202019 
WOC fitness per 10, 50, 100, 200: 8121.05824709 9136.58405279 9291.01575415 9483.80202019 
GA times per 10, 50, 100, 200: 2.41227293015 2.40583491325 2.44079208374 2.46234893799 
Aggregation times per 10, 50, 100, 200: 0.0038321018219 0.00358605384827 0.00385499000549 0.00391793251038 
-------------------- RUN  ------------------
Best GA fitness: 9336.36139247
GA fitness per 10, 50, 100, 200: 7879.31274978 9112.79696834 9305.07579771 9336.36139247 
WOC fitness per 10, 50, 100, 200: 7304.02491507 9112.79696834 9250.19005658 9322.4805579 
GA times per 10, 50, 100, 200: 2.36936092377 2.41408205032 2.43930721283 2.46852517128 
Aggregation times per 10, 50, 100, 200: 0.00415086746216 0.0035560131073 0.00383591651917 0.00368595123291 
