-------------------- RUN  ------------------
Best GA fitness: 240.791251946
GA fitness per 10, 50, 100, 200: 240.791251946 240.791251946 240.791251946 240.791251946 
WOC fitness per 10, 50, 100, 200: 235.500652584 240.791251946 235.500652584 240.791251946 
GA times per 10, 50, 100, 200: 0.220451831818 0.231117010117 0.22360086441 0.229424953461 
Aggregation times per 10, 50, 100, 200: 0.000386953353882 0.000391006469727 0.00037693977356 0.000381946563721 
-------------------- RUN  ------------------
Best GA fitness: 240.791251946
GA fitness per 10, 50, 100, 200: 240.791251946 240.791251946 240.791251946 240.791251946 
WOC fitness per 10, 50, 100, 200: 235.446219272 240.791251946 240.791251946 240.791251946 
GA times per 10, 50, 100, 200: 0.221182107925 0.232160806656 0.227657794952 0.230664014816 
Aggregation times per 10, 50, 100, 200: 0.000434875488281 0.000392913818359 0.00038480758667 0.000380039215088 
-------------------- RUN  ------------------
Best GA fitness: 240.791251946
GA fitness per 10, 50, 100, 200: 240.791251946 240.791251946 240.791251946 240.791251946 
WOC fitness per 10, 50, 100, 200: 240.791251946 235.500652584 240.791251946 240.791251946 
GA times per 10, 50, 100, 200: 0.219089984894 0.229961872101 0.231606006622 0.232144832611 
Aggregation times per 10, 50, 100, 200: 0.000380992889404 0.00037693977356 0.000378847122192 0.000414133071899 
