-------------------- RUN  ------------------
Best GA fitness: 9383.78964346
GA fitness per 10, 50, 100, 200: 7785.36649361 9370.92164533 9383.78964346 9383.78964346 
WOC fitness per 10, 50, 100, 200: 8168.6534477 9321.12491606 9383.78964346 9375.7348389 
GA times per 10, 50, 100, 200: 2.68714094162 2.75545501709 2.68623614311 2.66082406044 
Aggregation times per 10, 50, 100, 200: 0.00399398803711 0.00381898880005 0.00398802757263 0.00395917892456 
-------------------- RUN  ------------------
Best GA fitness: 9418.26610818
GA fitness per 10, 50, 100, 200: 7703.14196 9239.86693354 9370.31843429 9418.26610818 
WOC fitness per 10, 50, 100, 200: 7881.17597647 9225.92726371 9370.31843429 9370.31843429 
GA times per 10, 50, 100, 200: 2.67375421524 2.68567490578 2.6612238884 2.67440390587 
Aggregation times per 10, 50, 100, 200: 0.00493502616882 0.00380110740662 0.00373506546021 0.00374698638916 
-------------------- RUN  ------------------
Best GA fitness: 9549.02602982
GA fitness per 10, 50, 100, 200: 7900.06412943 9147.1430875 9512.77659585 9549.02602982 
WOC fitness per 10, 50, 100, 200: 8016.08558574 9039.94686424 9512.77659585 9504.73367298 
GA times per 10, 50, 100, 200: 2.68835806847 2.7457690239 2.66240501404 2.66947793961 
Aggregation times per 10, 50, 100, 200: 0.00501894950867 0.00400900840759 0.003741979599 0.00373888015747 
