-------------------- RUN  ------------------
Best GA fitness: 15002.3112731
GA fitness per 10, 50, 100, 200: 12557.0495798 14984.1129242 15002.3112731 15002.3112731 
WOC fitness per 10, 50, 100, 200: 13115.0527863 14984.1129242 14994.872925 14994.872925 
GA times per 10, 50, 100, 200: 4.00083398819 4.07089614868 4.05102396011 4.09406709671 
Aggregation times per 10, 50, 100, 200: 0.0109498500824 0.00771188735962 0.00808596611023 0.00727701187134 
-------------------- RUN  ------------------
Best GA fitness: 15455.6530121
GA fitness per 10, 50, 100, 200: 13128.5608511 15338.0877356 15455.6530121 15455.6530121 
WOC fitness per 10, 50, 100, 200: 13271.4994343 15338.0877356 15455.6530121 15455.6530121 
GA times per 10, 50, 100, 200: 4.01280879974 4.11844396591 5.30006408691 4.19869709015 
Aggregation times per 10, 50, 100, 200: 0.00884699821472 0.00722217559814 0.0080509185791 0.00725603103638 
-------------------- RUN  ------------------
Best GA fitness: 15878.2600694
GA fitness per 10, 50, 100, 200: 12662.436628 15779.9554358 15863.6566741 15878.2600694 
WOC fitness per 10, 50, 100, 200: 13088.8758117 15776.7977827 15855.0919965 15869.6953918 
GA times per 10, 50, 100, 200: 3.96412992477 4.14139389992 4.16281199455 4.08962702751 
Aggregation times per 10, 50, 100, 200: 0.0104780197144 0.00727009773254 0.00732898712158 0.00726318359375 
