-------------------- RUN  ------------------
Best GA fitness: 347.549241667
GA fitness per 10, 50, 100, 200: 347.549241667 347.549241667 347.549241667 347.549241667 
WOC fitness per 10, 50, 100, 200: 329.909168697 347.479662772 329.909168697 334.595629796 
GA times per 10, 50, 100, 200: 0.192395925522 0.19403886795 0.198132991791 0.200627088547 
Aggregation times per 10, 50, 100, 200: 0.000362873077393 0.000349044799805 0.000367879867554 0.000370979309082 
-------------------- RUN  ------------------
Best GA fitness: 347.549241667
GA fitness per 10, 50, 100, 200: 347.549241667 347.549241667 347.549241667 347.549241667 
WOC fitness per 10, 50, 100, 200: 306.455146266 347.549241667 347.549241667 347.479662772 
GA times per 10, 50, 100, 200: 0.198009967804 0.201651096344 0.198498010635 0.191429138184 
Aggregation times per 10, 50, 100, 200: 0.00037407875061 0.000356912612915 0.000348091125488 0.000355958938599 
-------------------- RUN  ------------------
Best GA fitness: 347.549241667
GA fitness per 10, 50, 100, 200: 347.549241667 347.549241667 347.549241667 347.549241667 
WOC fitness per 10, 50, 100, 200: 347.479662772 329.909168697 303.435461211 347.549241667 
GA times per 10, 50, 100, 200: 0.199676036835 0.199687957764 0.197118997574 0.198115110397 
Aggregation times per 10, 50, 100, 200: 0.000353813171387 0.000382900238037 0.000362873077393 0.000349998474121 
