-------------------- RUN  ------------------
Best GA fitness: 15814.2222291
GA fitness per 10, 50, 100, 200: 12971.096077 15150.1606008 15401.9558014 15814.2222291 
WOC fitness per 10, 50, 100, 200: 12725.8880979 15127.4273175 15333.5140216 15800.6149994 
GA times per 10, 50, 100, 200: 4.02997994423 4.03152298927 4.02245998383 4.12330198288 
Aggregation times per 10, 50, 100, 200: 0.008465051651 0.0073401927948 0.00765919685364 0.00762915611267 
-------------------- RUN  ------------------
Best GA fitness: 15653.4226226
GA fitness per 10, 50, 100, 200: 12833.7164324 15114.9750001 15446.099243 15653.4226226 
WOC fitness per 10, 50, 100, 200: 13457.0716272 15114.4652794 15446.099243 15653.4226226 
GA times per 10, 50, 100, 200: 4.07877993584 3.95905208588 4.13988900185 4.27553105354 
Aggregation times per 10, 50, 100, 200: 0.00914812088013 0.0075089931488 0.00748205184937 0.00738596916199 
-------------------- RUN  ------------------
Best GA fitness: 15545.2697692
GA fitness per 10, 50, 100, 200: 13444.8095363 15112.0442031 15266.4695943 15545.2697692 
WOC fitness per 10, 50, 100, 200: 13479.0099635 15112.0442031 15266.4695943 15541.6526614 
GA times per 10, 50, 100, 200: 4.10024094582 4.26272296906 4.35221910477 4.39025378227 
Aggregation times per 10, 50, 100, 200: 0.00867819786072 0.00788903236389 0.00790810585022 0.00757908821106 
