-------------------- RUN  ------------------
Best GA fitness: 7451.79964354
GA fitness per 10, 50, 100, 200: 6460.60256578 6972.44347352 7303.69911076 7451.79964354 
WOC fitness per 10, 50, 100, 200: 6478.97546734 6868.41743362 7301.39171568 7451.79964354 
GA times per 10, 50, 100, 200: 1.76253294945 1.87428712845 1.88985800743 1.84874606133 
Aggregation times per 10, 50, 100, 200: 0.00301289558411 0.00280404090881 0.00288200378418 0.00267910957336 
-------------------- RUN  ------------------
Best GA fitness: 7556.62935484
GA fitness per 10, 50, 100, 200: 6333.55925267 7551.67980685 7556.62935484 7556.62935484 
WOC fitness per 10, 50, 100, 200: 6544.37161259 7550.00565915 7551.67980685 7551.67980685 
GA times per 10, 50, 100, 200: 1.87015509605 1.74880695343 1.74540805817 1.76460385323 
Aggregation times per 10, 50, 100, 200: 0.00312900543213 0.00282502174377 0.00271701812744 0.00278615951538 
-------------------- RUN  ------------------
Best GA fitness: 6965.24096945
GA fitness per 10, 50, 100, 200: 6458.83869217 6863.62919332 6965.24096945 6965.24096945 
WOC fitness per 10, 50, 100, 200: 6309.97583919 6779.74410841 6965.24096945 6943.18596584 
GA times per 10, 50, 100, 200: 1.76149487495 1.87438488007 1.88421607018 1.88338589668 
Aggregation times per 10, 50, 100, 200: 0.00300312042236 0.00261116027832 0.00260901451111 0.00267505645752 
