-------------------- RUN  ------------------
Best GA fitness: 240.791251946
GA fitness per 10, 50, 100, 200: 240.791251946 240.791251946 240.791251946 240.791251946 
WOC fitness per 10, 50, 100, 200: 240.791251946 240.791251946 240.791251946 240.791251946 
GA times per 10, 50, 100, 200: 0.217159032822 0.218274831772 0.220757007599 0.229122877121 
Aggregation times per 10, 50, 100, 200: 0.000400066375732 0.000394105911255 0.000380992889404 0.000407934188843 
-------------------- RUN  ------------------
Best GA fitness: 240.791251946
GA fitness per 10, 50, 100, 200: 240.791251946 240.791251946 240.791251946 240.791251946 
WOC fitness per 10, 50, 100, 200: 240.791251946 240.791251946 240.791251946 234.806831896 
GA times per 10, 50, 100, 200: 0.221830844879 0.216866016388 0.218318939209 0.213984966278 
Aggregation times per 10, 50, 100, 200: 0.000530958175659 0.000412940979004 0.000397205352783 0.000410079956055 
-------------------- RUN  ------------------
Best GA fitness: 240.791251946
GA fitness per 10, 50, 100, 200: 240.791251946 240.791251946 240.791251946 240.791251946 
WOC fitness per 10, 50, 100, 200: 240.791251946 240.791251946 240.791251946 240.791251946 
GA times per 10, 50, 100, 200: 0.219294071198 0.220675945282 0.222030878067 0.221110105515 
Aggregation times per 10, 50, 100, 200: 0.000379085540771 0.000381946563721 0.000382900238037 0.000387907028198 
