-------------------- RUN  ------------------
Best GA fitness: 12175.3018784
GA fitness per 10, 50, 100, 200: 10393.2678208 12136.5575324 12175.3018784 12175.3018784 
WOC fitness per 10, 50, 100, 200: 10403.9928935 12113.5042339 12157.7755929 12175.3018784 
GA times per 10, 50, 100, 200: 3.09477090836 3.30245709419 3.31377291679 3.35317587852 
Aggregation times per 10, 50, 100, 200: 0.00665092468262 0.00542807579041 0.00544095039368 0.0055091381073 
-------------------- RUN  ------------------
Best GA fitness: 12146.1353825
GA fitness per 10, 50, 100, 200: 10229.6474471 11863.4455833 11909.831983 12146.1353825 
WOC fitness per 10, 50, 100, 200: 11190.9056128 11836.7667217 11863.4455833 12106.2077603 
GA times per 10, 50, 100, 200: 3.14789390564 3.07102918625 3.05899095535 3.15035009384 
Aggregation times per 10, 50, 100, 200: 0.00709390640259 0.00581288337708 0.0054759979248 0.00555491447449 
-------------------- RUN  ------------------
Best GA fitness: 12846.3532881
GA fitness per 10, 50, 100, 200: 10461.0576793 12746.3237184 12833.3108919 12846.3532881 
WOC fitness per 10, 50, 100, 200: 11320.7517796 12742.9134518 12792.7639737 12846.3532881 
GA times per 10, 50, 100, 200: 3.03518199921 3.22530198097 3.11449098587 3.08367085457 
Aggregation times per 10, 50, 100, 200: 0.0060019493103 0.00547504425049 0.0054759979248 0.00539112091064 
