-------------------- RUN  ------------------
Best GA fitness: 4649.82139715
GA fitness per 10, 50, 100, 200: 4052.99850831 4649.82139715 4649.82139715 4649.82139715 
WOC fitness per 10, 50, 100, 200: 3765.79427669 4649.82139715 4649.82139715 4649.82139715 
GA times per 10, 50, 100, 200: 1.23556613922 1.29906606674 1.2982749939 1.30065703392 
Aggregation times per 10, 50, 100, 200: 0.0024139881134 0.00199604034424 0.0020489692688 0.00197792053223 
-------------------- RUN  ------------------
Best GA fitness: 4578.67282098
GA fitness per 10, 50, 100, 200: 4028.99943804 4572.25825396 4572.25825396 4578.67282098 
WOC fitness per 10, 50, 100, 200: 4049.31402887 4539.89215746 4572.25825396 4572.25825396 
GA times per 10, 50, 100, 200: 1.22561407089 1.26122713089 1.26799607277 1.27278399467 
Aggregation times per 10, 50, 100, 200: 0.00235199928284 0.00193095207214 0.00187802314758 0.00190806388855 
-------------------- RUN  ------------------
Best GA fitness: 4492.10467086
GA fitness per 10, 50, 100, 200: 4079.5160644 4488.83106386 4488.83106386 4492.10467086 
WOC fitness per 10, 50, 100, 200: 4171.43219895 4488.83106386 4488.83106386 4482.88006256 
GA times per 10, 50, 100, 200: 1.22827887535 1.2571079731 1.25829005241 1.26293897629 
Aggregation times per 10, 50, 100, 200: 0.00223517417908 0.00188612937927 0.00202393531799 0.0019359588623 
