-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 229.151894651 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 209.413407494 211.583699289 220.869820889 229.151894651 
GA times per 10, 50, 100, 200: 0.278475046158 0.284157991409 0.2779109478 0.272854804993 
Aggregation times per 10, 50, 100, 200: 0.000455856323242 0.000501155853271 0.000470161437988 0.000462770462036 
-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 229.151894651 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 204.799356035 224.485561645 209.541024866 229.151894651 
GA times per 10, 50, 100, 200: 0.271910905838 0.294193983078 0.279542922974 0.269324064255 
Aggregation times per 10, 50, 100, 200: 0.000479936599731 0.000498056411743 0.000468015670776 0.000468969345093 
-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 229.151894651 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 228.153583949 229.151894651 225.483872348 220.869820889 
GA times per 10, 50, 100, 200: 0.277451038361 0.276220083237 0.276437997818 0.264210939407 
Aggregation times per 10, 50, 100, 200: 0.000452995300293 0.000450849533081 0.000494956970215 0.00046706199646 
