-------------------- RUN  ------------------
Best GA fitness: 2189.40445609
GA fitness per 10, 50, 100, 200: 2127.3103604 2177.33422654 2189.40445609 2189.40445609 
WOC fitness per 10, 50, 100, 200: 2111.26532814 2177.33422654 2172.08075729 2143.91855143 
GA times per 10, 50, 100, 200: 0.562259912491 0.552322149277 0.557447910309 0.554727077484 
Aggregation times per 10, 50, 100, 200: 0.000859975814819 0.000885009765625 0.000892162322998 0.000890970230103 
-------------------- RUN  ------------------
Best GA fitness: 2191.65726562
GA fitness per 10, 50, 100, 200: 2082.95024751 2189.35242445 2191.65726562 2191.65726562 
WOC fitness per 10, 50, 100, 200: 1949.67207389 2153.61044666 2191.65726562 2191.65726562 
GA times per 10, 50, 100, 200: 0.533164024353 0.552504062653 0.551940917969 0.562932014465 
Aggregation times per 10, 50, 100, 200: 0.000927209854126 0.000921010971069 0.000865936279297 0.000865936279297 
-------------------- RUN  ------------------
Best GA fitness: 2189.40445609
GA fitness per 10, 50, 100, 200: 2092.399821 2189.40445609 2189.40445609 2189.40445609 
WOC fitness per 10, 50, 100, 200: 1902.22196058 2172.08075729 2143.91855143 2143.91855143 
GA times per 10, 50, 100, 200: 0.548778057098 0.561455965042 0.558454036713 0.549551963806 
Aggregation times per 10, 50, 100, 200: 0.000874996185303 0.000869035720825 0.000874996185303 0.000867128372192 
