-------------------- RUN  ------------------
Best GA fitness: 742.947946734
GA fitness per 10, 50, 100, 200: 742.947946734 742.947946734 742.947946734 742.947946734 
WOC fitness per 10, 50, 100, 200: 704.888092764 704.888092764 704.888092764 645.460192744 
GA times per 10, 50, 100, 200: 0.252000808716 0.249312162399 0.244252920151 0.240355968475 
Aggregation times per 10, 50, 100, 200: 0.000450134277344 0.000411033630371 0.000432014465332 0.000446081161499 
-------------------- RUN  ------------------
Best GA fitness: 742.947946734
GA fitness per 10, 50, 100, 200: 742.947946734 742.947946734 742.947946734 742.947946734 
WOC fitness per 10, 50, 100, 200: 659.579353805 704.888092764 638.832222328 638.832222328 
GA times per 10, 50, 100, 200: 0.245965003967 0.232296943665 0.245587110519 0.242345094681 
Aggregation times per 10, 50, 100, 200: 0.000408172607422 0.000464200973511 0.000408887863159 0.000416040420532 
-------------------- RUN  ------------------
Best GA fitness: 742.947946734
GA fitness per 10, 50, 100, 200: 742.947946734 742.947946734 742.947946734 742.947946734 
WOC fitness per 10, 50, 100, 200: 742.947946734 704.888092764 704.888092764 645.460192744 
GA times per 10, 50, 100, 200: 0.247092008591 0.246330976486 0.248320817947 0.237425088882 
Aggregation times per 10, 50, 100, 200: 0.000411033630371 0.000412940979004 0.000413179397583 0.000414133071899 
