-------------------- RUN  ------------------
Best GA fitness: 15862.6820773
GA fitness per 10, 50, 100, 200: 12812.1384152 15389.5183221 15777.509986 15862.6820773 
WOC fitness per 10, 50, 100, 200: 13072.0442236 15365.6750326 15777.509986 15862.6820773 
GA times per 10, 50, 100, 200: 4.07134723663 4.12418198586 4.21575212479 4.11043405533 
Aggregation times per 10, 50, 100, 200: 0.00904703140259 0.00727701187134 0.00730013847351 0.00760912895203 
-------------------- RUN  ------------------
Best GA fitness: 15743.8735072
GA fitness per 10, 50, 100, 200: 12763.1141447 15334.260483 15743.8735072 15743.8735072 
WOC fitness per 10, 50, 100, 200: 12603.3791829 15267.287408 15743.8735072 15743.8735072 
GA times per 10, 50, 100, 200: 4.02368712425 4.12112998962 4.11224389076 4.1445851326 
Aggregation times per 10, 50, 100, 200: 0.0106229782104 0.00725197792053 0.00773286819458 0.0071918964386 
-------------------- RUN  ------------------
Best GA fitness: 15932.3807672
GA fitness per 10, 50, 100, 200: 13013.5375087 15363.8281149 15857.2206347 15932.3807672 
WOC fitness per 10, 50, 100, 200: 13423.2416052 15371.0607186 15815.0801834 15927.6238237 
GA times per 10, 50, 100, 200: 4.00549912453 4.3755209446 4.27697396278 4.18558382988 
Aggregation times per 10, 50, 100, 200: 0.00983810424805 0.00763201713562 0.00720906257629 0.00760912895203 
