-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 226.09974401 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 212.19575528 226.09974401 211.583699289 226.09974401 
GA times per 10, 50, 100, 200: 0.283282995224 0.289860010147 0.284086942673 0.286278963089 
Aggregation times per 10, 50, 100, 200: 0.000488996505737 0.000499963760376 0.000504970550537 0.000472068786621 
-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 229.151894651 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 220.869820889 229.151894651 205.873002562 226.09974401 
GA times per 10, 50, 100, 200: 0.282984972 0.267693996429 0.284246921539 0.291178941727 
Aggregation times per 10, 50, 100, 200: 0.000471115112305 0.000468015670776 0.00046706199646 0.000470161437988 
-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 229.151894651 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 215.846348477 213.081429797 217.201798585 215.846348477 
GA times per 10, 50, 100, 200: 0.273940086365 0.269869089127 0.279596090317 0.269484996796 
Aggregation times per 10, 50, 100, 200: 0.000466108322144 0.000469923019409 0.000470876693726 0.000461101531982 
