-------------------- RUN  ------------------
Best GA fitness: 2191.65726562
GA fitness per 10, 50, 100, 200: 2123.83088991 2178.39860523 2178.39860523 2191.65726562 
WOC fitness per 10, 50, 100, 200: 2178.39860523 2128.92825857 2039.49474809 2191.65726562 
GA times per 10, 50, 100, 200: 0.525817155838 0.547080039978 0.546987056732 0.5651948452 
Aggregation times per 10, 50, 100, 200: 0.000874042510986 0.00088906288147 0.000938892364502 0.000954866409302 
-------------------- RUN  ------------------
Best GA fitness: 2191.65726562
GA fitness per 10, 50, 100, 200: 2078.30372739 2191.65726562 2191.65726562 2191.65726562 
WOC fitness per 10, 50, 100, 200: 2036.28812588 2191.65726562 2148.32099944 2191.65726562 
GA times per 10, 50, 100, 200: 0.540948867798 0.55096912384 0.565379142761 0.559773921967 
Aggregation times per 10, 50, 100, 200: 0.000986814498901 0.000865936279297 0.000874042510986 0.000866889953613 
-------------------- RUN  ------------------
Best GA fitness: 2191.65726562
GA fitness per 10, 50, 100, 200: 2149.83642509 2191.65726562 2191.65726562 2191.65726562 
WOC fitness per 10, 50, 100, 200: 2073.70365578 2191.65726562 2191.65726562 2191.65726562 
GA times per 10, 50, 100, 200: 0.565140962601 0.560959815979 0.561770915985 0.559431791306 
Aggregation times per 10, 50, 100, 200: 0.00087308883667 0.000873804092407 0.000921010971069 0.000868797302246 
