-------------------- RUN  ------------------
Best GA fitness: 742.947946734
GA fitness per 10, 50, 100, 200: 742.947946734 742.947946734 742.947946734 742.947946734 
WOC fitness per 10, 50, 100, 200: 704.888092764 742.947946734 742.947946734 704.888092764 
GA times per 10, 50, 100, 200: 0.24672293663 0.249445199966 0.246924877167 0.237331867218 
Aggregation times per 10, 50, 100, 200: 0.000416994094849 0.000417947769165 0.000418186187744 0.000415086746216 
-------------------- RUN  ------------------
Best GA fitness: 742.947946734
GA fitness per 10, 50, 100, 200: 742.947946734 742.947946734 742.947946734 742.947946734 
WOC fitness per 10, 50, 100, 200: 742.947946734 704.888092764 742.947946734 742.947946734 
GA times per 10, 50, 100, 200: 0.250974178314 0.247039079666 0.253750085831 0.251106023788 
Aggregation times per 10, 50, 100, 200: 0.000417947769165 0.000414848327637 0.000415086746216 0.000416994094849 
-------------------- RUN  ------------------
Best GA fitness: 742.947946734
GA fitness per 10, 50, 100, 200: 742.947946734 742.947946734 742.947946734 742.947946734 
WOC fitness per 10, 50, 100, 200: 742.947946734 742.947946734 742.947946734 742.947946734 
GA times per 10, 50, 100, 200: 0.257157087326 0.259984016418 0.255676031113 0.256852865219 
Aggregation times per 10, 50, 100, 200: 0.000431060791016 0.000432968139648 0.000431060791016 0.000434160232544 
