-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 229.151894651 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 226.09974401 220.869820889 229.151894651 229.151894651 
GA times per 10, 50, 100, 200: 0.279634952545 0.274821996689 0.277570962906 0.288156032562 
Aggregation times per 10, 50, 100, 200: 0.000524044036865 0.000525951385498 0.00049901008606 0.000498056411743 
-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 229.151894651 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 215.846348477 220.869820889 225.483872348 229.151894651 
GA times per 10, 50, 100, 200: 0.272572040558 0.284946918488 0.280335187912 0.283122777939 
Aggregation times per 10, 50, 100, 200: 0.000494956970215 0.000496864318848 0.00049901008606 0.000507116317749 
-------------------- RUN  ------------------
Best GA fitness: 229.151894651
GA fitness per 10, 50, 100, 200: 229.151894651 229.151894651 229.151894651 229.151894651 
WOC fitness per 10, 50, 100, 200: 220.869820889 225.483872348 212.178326173 220.869820889 
GA times per 10, 50, 100, 200: 0.268969774246 0.26888012886 0.275792837143 0.270620822906 
Aggregation times per 10, 50, 100, 200: 0.000476837158203 0.000479936599731 0.000503063201904 0.000481128692627 
